id,name,cat,category_name,assigned_class,set_name,spell_id,active,description
1529,Howling Winds,6,Class,DEATHKNIGHT,Frost Death Knight,,0,Howling Blast has 33% increased damage and 1 yard increased radius. $t2196f3Lich Form: Double both bonuses.
320,Improved Dancing Rune Weapon,6,Class,DEATHKNIGHT,Blood Death Knight,,0,Increases the duration of Dancing Rune Weapon by $0f1 seconds. Reduces cost of Dancing Rune Weapon by 100%.
122,Improved Hysteria,6,Class,DEATHKNIGHT,Blood Death Knight,,0,"Cooldown of Hysteria is reduced by 40%. Instead of dealing damage Hysteria heals for 50% of the amount. If the duration of Hysteria exceeds the cooldown when cast on yourself, then it's duration is infinite."
847,Improved Scourge Strike,6,Class,DEATHKNIGHT,Unholy Death Knight,,1,"Scourge Strike increases your damage done with damage over time effects by 10% for 20 seconds. Scourge Strike deals 33% more damage and applies Frost Fever and Blood Plague, if the enemy does not already have them."
53,Improved Unholy Runes,6,Class,DEATHKNIGHT,Unholy Death Knight,,1,You deal 17% increased damage with damage over time effects while you have no Unholy Runes and no Death Runes and for 5 seconds after that.
1521,Layered Runes,6,Class,DEATHKNIGHT,Blood Death Knight,,0,"Spending runes has an effect, • Blood: 50% chance to cast Blood Boil for free. • Frost: 50% chance to cast a free Icy Touch at a random nearby enemy. • Unholy: 50% chance to cast a free Death Coil at a random nearby enemy. Death Runes count as all three."
1519,Living Weapon,6,Class,DEATHKNIGHT,Blood Death Knight,,0,Dancing Rune Weapon summons an additional 1 weapon and the damage penalty is reduced by 33%.
1533,Mark of Frost,6,Class,DEATHKNIGHT,Frost Death Knight,,0,"Learn an ability that causes an enemy to take 1% increased frost damage from you for each stack. Has 11 stacks, dealing frost damage removes one stack. $t2196f3Lich Form: Stacks are doubled."
1511,Pile of Bones,6,Class,DEATHKNIGHT,Undead Army,,0,Increases the radius of Corpse Explosion by 1 yard and the damage by 17%. Remove the cost and cooldown of Corpse Explosion.
1532,Pillar of Ice,6,Class,DEATHKNIGHT,Frost Death Knight,,0,Learn an ability that conjures a pillar of ice to fall on the target enemy. Increases damage by 17% and size by 10% every 6 seconds that you didn't use this ability (up to 10 times). $t2196f3Lich Form: Every 3 seconds instead.
836,Raise Ally,6,Class,DEATHKNIGHT,Undead Army,,0,"If you have less than the maximum number of skeletons, summon another. This can not happen more often than once every 180 seconds, and requires at least one skeleton."
1536,Rapid Deathchill,6,Class,DEATHKNIGHT,Frost Death Knight,,0,"Duration of Deathchill is set to 10 seconds, but is no longer consumed. While Deathchill is active spending a Frost Rune or Rime proc increases the remaining duration by 3 seconds. Spending a Frost Rune or Rime proc reduces the remaining cooldown by 10 seconds. Multiply proc chance of Rime by $3f1x."
319,Rapid Strikes,6,Class,DEATHKNIGHT,Blood Death Knight,,0,Spending runes reduce the cooldown of Dancing Rune Weapon by $0f1 seconds. Multiplies healing of Rune Tap by $1f2x.
1530,Relentless Winter,6,Class,DEATHKNIGHT,Frost Death Knight,,0,Learn an ability that surrounds you with an effect that deals frost damage to nearby enemies. Increases damage of this ability by 0%. $t2196f3Lich Form: Each stack of Relentless Winter also increases your movement speed by 2%.
1531,Remorseless Winter,6,Class,DEATHKNIGHT,Frost Death Knight,,0,Learn a channeled ability that deals increasing amount of frost damage to nearby enemies. Increases damage of this ability by 0%. $t2196f3Lich Form: Reduce casting time of this ability by 30%.
1513,Rigor Mortis,6,Class,DEATHKNIGHT,Undead Army,,0,"You can only have one skeleton, but the damage of Corpse Explosion is increased by 25% for each missing skeleton."
1522,Rune Mastery,6,Class,DEATHKNIGHT,Blood Death Knight,,0,"Spending runes has an effect, • Blood: Heal for $0f1% of your maximum health. • Frost: Cast Frost Nova after 8 seconds. Increase damage of Frost Nova by 0%. • Unholy: Your next 2 auto attacks cause an additional 30% damage as shadow. Death Runes count as all three."
837,Shared Life,6,Class,DEATHKNIGHT,Undead Army,,0,Your self healing also heals the lowest health skeleton for 10% of the amount. Your self healing also energizes the lowest mana skeleton for 30% of the amount.
838,Skeleton Mastery,6,Class,DEATHKNIGHT,Undead Army,,0,Your tanking skeletons cause 30% more threat and take 5% reduced damage. Your damage dealing skeletons deal 5% more damage. Your healing skeletons heal 5% more.
55,Tough Shell,6,Class,DEATHKNIGHT,Unholy Death Knight,,1,Anti-Magic Shell maximum absorb amount is increased by an additional 5% and the duration is increased by 15 seconds. Anti-Magic Shell cooldown is doubled and it no longer restores Runic Power. Bone Shield duration is increased by 25 minutes and can not lose a charge more often than once every 10 seconds.
846,Unholy Infestation,6,Class,DEATHKNIGHT,Unholy Death Knight,,1,Learn a new disease that gets applied whenever you apply Blood Plague. Unholy Infestation is affected by talents and effects that modify Blood Plague. Increase duration of your diseases by 9 seconds.
1202,Ancestral Fortitude,7,Class,SHAMAN,Summoner,,0,• Air Elemental: Become invisible when out of combat. Deals 20% more damage while invisible and for 3 seconds after. • Fire Elemental: Grow 5% bigger every 5 seconds of combat (for increased damage). Caps at 10%. • Earth Elemental: Learn Boulder Throw which deals increased physical damage after each use. • Water Elemental: While in combat drain increasing amount of mana from Shaman to give all allies 5% damage reduction. Exhausting mana disables effect until full.
1388,Ball Lightning,7,Class,SHAMAN,Elemental Conflux,,0,"You can turn yourself into Ball Lightning for 5 seconds, increasing your movement speed by 25% and dealing 17% of your spell power as lightning damage to nearby enemies. • Lightning Conflux: Increase both effects by $3F1x for each stack."
1677,Charged Call,7,Class,SHAMAN,Restoration Shaman,,0,Consuming Riptide with Chain Heal will heal 100% of the remaining amount of Riptide. Periodic heals from Riptide can critically hit.
1387,Cloudburst,7,Class,SHAMAN,Elemental Conflux,,0,"Your Thunderstorm spell is centered around a random nearby enemy instead of you and repeats itself 4 times for 66% increased damage, but it no longer knocks back enemies or restores mana. Reduces cooldown of Thunderstorm by 20 seconds. • Lightning Conflux: Damage of Thunderstorm is increased by 100% for each stack."
1197,Earthen Power,7,Class,SHAMAN,Summoner,,0,• Air Elemental: Increase critical strike damage by 5%. • Fire Elemental: Increase fire damage by 5%. • Earth Elemental: Increase maximum health by 15%. • Water Elemental: Increase healing by 5%.
1195,Elemental Focus,7,Class,SHAMAN,Summoner,,0,• Air Elemental: Can teleport to target up to 20 yards away. • Fire Elemental: Fire damage ignites enemies for an additional 20% fire damage over 8 seconds. • Earth Elemental: Shatter into two smaller pieces on death that last for 8 seconds. • Water Elemental: Casting a healing spell also causes Water Elementals to fire a Water Bolt at a nearby enemy.
1198,Elemental Grace,7,Class,SHAMAN,Summoner,,0,"• Air Elemental: Melee attacks have 35% chance to cause a Windfury Hit. • Fire Elemental: When an elemental or the Shaman gets hit with a melee attack, deal fire damage to attacker. • Earth Elemental: Hit that would kill instead heals to 50% and reduces damage taken. 120 seconds cooldown. • Water Elemental: When an elemental or the Shaman gets hit with a melee attack, they take a small amount of healing."
1200,Elemental Weapons,7,Class,SHAMAN,Summoner,,0,• Air Elemental: Gather a static charge every 5 seconds (caps at 10). Unleash all when you use Wind Shear. • Fire Elemental: Cast Elemental Mastery to split your Fire Elemental into four embers that last 10 seconds. • Earth Elemental: Cast Earth Shock to cause an Earthquake. Earth Shock cooldown is increased. • Water Elemental: Cast Tidal Force to heal all allies for 50% of maximum health and reduce their damage taken by 10% for 10 seconds.
1607,Enhanced Abilities,7,Class,SHAMAN,Enhance Shaman,,0,Learn a new ability that causes various area effects based on your Elemental Weapon enchants and has 50% chance to cause an elemental weapon proc. Increases damage of this ability and Elemental Weapon procs from this ability by another 0%.
1606,Enhanced Attacks,7,Class,SHAMAN,Enhance Shaman,,0,Every $0f1 x attack speed seconds you will cause an additional regular melee hit on 1 nearby enem$2y within 10 yards.
1605,Enhanced Lava Lash,7,Class,SHAMAN,Enhance Shaman,,0,Lava Lash hits all enemies within 8 yards and has 50% chance to cause an Elemental Weapon proc from off-hand weapon. The damage of Elemental Weapon procs from Lava Lash is further increased by 0%.
1603,Enhanced Shocks,7,Class,SHAMAN,Enhance Shaman,,0,Your shock spells also have 50% chance to cause an Elemental Weapon proc of the same element. The damage of Elemental Weapon procs from shock spells is further increased by 0%.
1610,Enhanced Spirits,7,Class,SHAMAN,Enhance Shaman,,0,Regular melee attacks from Spirit Wolves can also proc your Elemental Weapon enchants. The damage of Elemental Weapon procs from Feral Spirit is further increased by 0%. Spirit Wolves can no longer heal.
1604,Enhanced Stormstrike,7,Class,SHAMAN,Enhance Shaman,,0,Stormstrike has 50% chance to cause an Elemental Weapon proc from both weapons. The damage of Elemental Weapon procs from Stormstrike is further increased by 0%.
1608,Enhanced Weapons,7,Class,SHAMAN,Enhance Shaman,,0,"After consuming 10 stacks of Maelstrom Weapon, reduce the remaining cooldown of Shamanistic Rage by $0f1 seconds."
1609,Enhanced Wolves,7,Class,SHAMAN,Enhance Shaman,,0,Reduce cooldown of Feral Spirit by 75%. The Spirit Wolves summoned by this ability also get $0f2x of your melee haste bonus and $2f2x of your critical hit chance.
1394,Fire Orb,7,Class,SHAMAN,Elemental Conflux,,0,You can create a slow moving Fire Orb that deals damage to nearby enemies for 17% of your spell power. • Fire Conflux: Fire Orb deals 100% more damage for each stack.
1392,Fire Tornado,7,Class,SHAMAN,Elemental Conflux,,0,You can create a Fire Tornado that moves around randomly and damages nearby enemies for 10% of your spell power. • Fire Conflux: Increases size by 50% and damage by 100% for each stack.
1393,Fury of Flame,7,Class,SHAMAN,Elemental Conflux,,0,Lava Burst also sets enemies on fire for 50% of its damage over 15 seconds. Lava Burst deals 50% more damage. • Fire Conflux: Increases damage of Lava Burst by 25% for each stack.
1682,Haunting Visions,7,Class,SHAMAN,Restoration Shaman,,0,"Ancestral Awakening deals 17% more damage, but no longer heals."
1683,Healing Rain,7,Class,SHAMAN,Restoration Shaman,,0,Increase speed of Riptide periodic ticks by 66% without lowering its duration.
1680,Improved Shields,7,Class,SHAMAN,Restoration Shaman,,0,Earth Shield reduces damage taken by 3% and increases healing taken by 3%. Water Shield increases mana cost of healing spells by 100% and their effectiveness by 5%. Lightning Shield increases running speed while Riptide is active by 1%. Your shield spells no longer consume charges.
1679,Invocation of Nature,7,Class,SHAMAN,Restoration Shaman,,0,"Whenever Earthliving is applied to yourself or ticks on yourself, you reduce the remaining cooldown of Nature's Swiftness by $0f1 seconds."
1678,Lightning Bloom,7,Class,SHAMAN,Restoration Shaman,,0,Your global cooldowns are reduced by 25% while Nature's Swiftness is active. Duration of Nature's Swiftness is set to 6 seconds and no longer uses charges.
1389,Lightning Rod,7,Class,SHAMAN,Elemental Conflux,,0,Your manually cast Chain Lightning creates a Lightning Rod at first target for 3 seconds. The Lightning Rod casts Chain Lightning every second at 11% effectiveness. • Lightning Conflux: Chain Lightning and Lightning Rod deal 100% more damage for each stack.
1196,Nature's Blessing,7,Class,SHAMAN,Summoner,,0,Increase movement speed of the Shaman by $0f1% for each Air Elemental. Increases damage done by elementals and the Shaman by $1f1% for each Fire Elemental. Reduces damage taken by elementals and the Shaman by $2f1% for each Earth Elemental. Combine the three above effects and apply to all nearby allies for each Water Elemental.
1681,Spirit Echo,7,Class,SHAMAN,Restoration Shaman,,0,"Every 3 seconds, if you dealt damage with Ancestral Awakening you apply a stack of Bloodlust or Heroism on all nearby party and raid members, otherwise you lose a stack. Each stack increases melee, ranged and casting speed by 3%. Stacks up to 1 time. Bloodlust and Heroism can no longer be manually cast."
1201,Spiritual Mastery,7,Class,SHAMAN,Summoner,,0,• Air Elemental: Deals 17% more damage for the first 10 seconds of combat. • Fire Elemental: Deals more damage when target has less health remaining (up to 17% more damage). • Earth Elemental: Deals 10% more damage when target is immune to stun. • Water Elemental: Target takes $3f1% less physical damage after receiving healing from elemental.
1390,Storm Cloud,7,Class,SHAMAN,Elemental Conflux,,0,You can call a Storm Cloud to strike your enemies with lightning for 30% of your spell power. • Lightning Conflux: Increases damage of cloud by 100% for each stack.
1199,Unrelenting Storm,7,Class,SHAMAN,Summoner,,0,• Air Elemental: Zap a nearby enemy every $0f1 seconds. • Fire Elemental: Cast Fire Nova every $1f1 seconds. • Earth Elemental: Cause an Earth Rumble every $2f1 seconds dealing damage. • Water Elemental: Heal all nearby allies within 20 yards every $3f1 seconds. These four effects are affected by 50% of your haste.
1676,Voltaic Burst,7,Class,SHAMAN,Restoration Shaman,,0,When your Chain Heal consumes Riptide all targets healed will get 10% increased attack and cast speed for 10 seconds.
1391,Wall of Fire,7,Class,SHAMAN,Elemental Conflux,,0,You can send forward a Wall of Fire that damages all enemies in its path for 125% of your spell power. • Fire Conflux: Increases size by 50% and damage by 100% for each stack.
1585,Arcane Attunement,8,Class,MAGE,Arcane Surge,,0,"Increase both effects of Arcane Power by an additional 1%. $t2196f3Arcane Potency: While Arcane Power is on cooldown, consume a stack of Arcane Potency to reduce the remaining cooldown by 30 seconds."
1586,Arcane Bombardment,8,Class,MAGE,Arcane Surge,,0,"Arcane Missiles becomes a toggleable ability. While this is active, the frequency of Arcane Missiles is slowed by 200%. $t2196f3Arcane Potency: Consume one stack to fire 5 missiles instead. This can not happen more often than once every 3 seconds."
1580,Arcane Presence,8,Class,MAGE,Arcane Surge,,0,"Presence of Mind increases the damage of your next arcane mage damaging spell by $0f1% for each stack of Arcane Surge. $t2196f3Arcane Potency: When activating Presence of Mind, consume one stack of Arcane Potency to increase Arcane Surge stacks by 20."
1583,Arcane Subtlety,8,Class,MAGE,Arcane Surge,,0,Increase damage of Arcane Barrage by 6% for each second added to its cooldown. You can choose to increase the cooldown of Arcane Barrage in the options below. $t2196f3Arcane Potency: Consume one stack of Arcane Potency to multiply damage of Arcane Barrage by $1F1x.
1419,Augmented Deep Freeze,8,Class,MAGE,Frost Mage,,0,Increases damage of Deep Freeze by 100%. Deep Freeze no longer requires target to be immune to stun to deal its damage. Deep Freeze can be used regardless of whether enemy is chilled or not.
267,Augmented Icy Veins,8,Class,MAGE,Frost Mage,,0,Cooldown of Icy Veins is reduced by 100 seconds. Icy Veins is permanent if you have maximum rank of this perk and Ice Floes talent.
1584,Chain Explosion,8,Class,MAGE,Arcane Surge,,0,"Increase damage of Arcane Explosion by 33% and radius by 1 yard, but it now has a cooldown of 8 seconds. $t2196f3Arcane Potency: Consume one stack to repeat Arcane Explosion at a random nearby enemy's location. Repeated cast costs mana."
1120,Dragon's Fire,8,Class,MAGE,Fire Mage,,0,Your Dragon's Breath leaves Dragon's Fire on the ground for 16 seconds. Increases damage of Dragon's Fire by 20%.
1117,Empowered Flames,8,Class,MAGE,Fire Mage,,0,Impact causes Fire Blast to deal 33% more damage. Firestarter causes Flamestrike to deal 50% more damage. Hot Streak causes Pyroblast to deal 10% more damage.
1113,Explosive Impact,8,Class,MAGE,Fire Mage,,0,Living Bomb explosion damage is increased by 50%.
772,Flamebringer,8,Class,MAGE,Mirror Images,,0,Your Mirror Images deal 20% more fire damage.
1581,Focused Magic,8,Class,MAGE,Arcane Surge,,0,Focus Magic can be cast on an enemy. If you do then it creates an area of arcane magic that consumes mana to deal arcane damage to enemies within the area every 1 seconds. Dealing damage with this ability also grants a stack of Arcane Surge. Increase damage of this ability by 0%. $t2196f3Arcane Potency: Consume one stack to increase the frequency of damage dealt by 100%.
1597,Hallucinations,8,Class,MAGE,Mirror Images,,0,Your Mirror Images can teleport every $0f1 seconds.
1596,Hivemind,8,Class,MAGE,Mirror Images,,0,"Your Mirror Images will autonomously search out enemies to attack up to 40 yards away from you, but get weaker beyond 40 yards."
771,Illusion of Choice,8,Class,MAGE,Mirror Images,,0,Your Mirror Images deal 20% more arcane damage.
268,Improved Deep Freeze,8,Class,MAGE,Frost Mage,,0,While Deep Freeze is on cooldown all your other frost damage has 20% chance to cast a free Frostbolt or Ice Lance.
266,Improved Frost Ward,8,Class,MAGE,Frost Mage,,0,While Frost Ward is active your damage taken is reduced by $0f1%. Duration of Frost Ward is increased by 1770 seconds.
265,Improved Frostbolt,8,Class,MAGE,Frost Mage,,0,"When your Frostbolt or Ice Lance hits a frozen target, there is 17% chance that it will bounce to another nearby enemy. This can not happen more than 3 times from a single cast."
405,Improved Ice Barrier,8,Class,MAGE,Frost Mage,,0,Increases absorb effectiveness of Ice Barrier by 33%. Increases duration of Ice Barrier by 9 minutes and cooldown by 1 minute.
1582,Lost in Time,8,Class,MAGE,Arcane Surge,,0,"Enemies you have slowed also take arcane damage every $0f1 seconds equal to 3% of your arcane spell power. This period is affected by your spell casting speed. If the enemy dies while this debuff is active, then it will transfer to another nearby enemy without refreshing its duration. $t2196f3Arcane Potency: Consume one stack to refresh the duration of Slow and increase the damage of the ability by 100%. This can not trigger more often than once every 3 seconds."
1579,Mana Battery,8,Class,MAGE,Arcane Surge,,0,Your mana gem restores an additional 20% of maximum mana and has infinite charges. $t2196f3Arcane Potency: Consume one stack to restore 100% of maximum mana and health over 10 seconds when using a Mana Gem.
1119,Meteor Shower,8,Class,MAGE,Fire Mage,,0,Your Blast Wave also calls down Meteor Shower on your current location. Increases damage and size of Meteor Shower by 10%.
1118,Meteor Strike,8,Class,MAGE,Fire Mage,,0,"After casting all three spells affected by Impact, Firestarter and Hot Streak, call down a Meteor. Increases damage and size of the Meteor by 10%. Multiplies proc chance of Impact by $1F1x."
889,Mirrored Defense,8,Class,MAGE,Mirror Images,,0,"Increases the amount of stamina, armor and resistances your Mirror Images get from you by 20%."
770,Optical Illusion,8,Class,MAGE,Mirror Images,,0,Your Mirror Images take $0f1% reduced damage for each active perk from this set.
1598,Shattered Lens,8,Class,MAGE,Mirror Images,,0,50% damage taken by your Mirror Images is taken by you instead. The damage you take from this is further reduced by 0%.
1114,Short Fuse,8,Class,MAGE,Fire Mage,,0,Living Bomb explosion radius is increased by 33% and explodes immediately. Living Bomb now has 10 seconds cooldown.
773,Slippery Slope,8,Class,MAGE,Mirror Images,,0,Your Mirror Images deal 20% more frost damage.
1115,Slow Burn,8,Class,MAGE,Fire Mage,,0,"Double the duration of Ignite, but all non-ignite damage is reduced by 30%."
1116,Spreading Flames,8,Class,MAGE,Fire Mage,,0,Enemy takes 5% more damage from your Ignite after each tick (up to 20%). When an enemy dies their remaining Ignite stack is transfered to the closest enemy within 20 yards.
1549,Backdraft,9,Class,WARLOCK,Shadowflame,,0,When you cancel Hellfire 30% of the stacks are stored for when you next activate Hellfire. Shadowburn applies a damage over time effect for 80% of the spell's damage over 15 seconds. $tb221f3Shadowflame: After Shadowflame has run its course you store its bonus effects and 70% of added damage. The next time you use Shadowburn this stored Shadowflame effect is applied on the target.
1550,Burning Soul,9,Class,WARLOCK,Shadowflame,,0,Half the damage you receive is reduced from your mana instead at a rate of $0f1x mana per point of damage. This effect is turned off when you fall below 10% mana. Conflagrate applies a damage over time effect for 80% of the spell's damage over 15 seconds. $tb221f3Shadowflame: Increases tick speed by 30%.
1436,Circle of the Damned,9,Class,WARLOCK,Reaper of Souls,,0,You can summon a circle that deals 10% of your spell power as shadow damage to enemies within it every second.
1547,Critical Mass,9,Class,WARLOCK,Shadowflame,,0,"Hellfire deals 10% more damage when it hits only one enemy. Chaos Bolt applies a damage over time effect for 80% of the spell's damage over 15 seconds. $tb221f3Shadowflame: Ticks deal 150% more damage, but increase delay between each tick by 100%."
323,Demonic Knowledge,9,Class,WARLOCK,Master Summoner,,0,Lord Jaraxxus deals $0f2% more damage for each talent spent in Demonology tree. Mana Feed talent affects Lord Jaraxxus.
326,Demonic Synergy,9,Class,WARLOCK,Master Summoner,,0,Increases the amount of stats Lord Jaraxxus and all his minions gain from you by 33%.
1544,Destructive Path,9,Class,WARLOCK,Shadowflame,,0,"While Hellfire is active your movement speed is increased by $0f2% for each tick of Hellfire that has passed. Searing Pain applies a damage over time effect for 80% of the spell's damage over 15 seconds. $tb221f3Shadowflame: If an enemy dies with Shadowflame on them, it will transfer to another enemy within 30 yards (or Immolate range whichever is higher)."
1548,Emberstorm,9,Class,WARLOCK,Shadowflame,,0,Hellfire deals 10% more damage if the enemy is also affected by your Immolate. Incinerate applies a damage over time effect for 80% of the spell's damage over 15 seconds. $tb221f3Shadowflame: Your destruction spells deal 10% more damage to an enemy for each different ability used to empower Shadowflame.
327,Empowered Demons,9,Class,WARLOCK,Master Summoner,,0,Lord Jaraxxus empowers your regular summoned demon to deal 50% more damage.
148,Improved Curses,9,Class,WARLOCK,Affliction Warlock,,0,"Curse of Agony deals 200% more damage. When Curse of Doom deals damage, it will also deal 50% of other shadow damage over time you dealt to the target during that time."
829,Improved Drain Life,9,Class,WARLOCK,Affliction Warlock,,0,"Drain Life ticks will cause the target to take $0f1% increased damage from your shadow damage over time effects for 20 seconds, stacks up to 5 times."
828,Improved Drain Mana,9,Class,WARLOCK,Affliction Warlock,,0,"Drain Mana ticks will extend your Warlock shadow damage over time effects on the target by $0f1 seconds, up to a maximum of 60 seconds."
830,Improved Drain Soul,9,Class,WARLOCK,Affliction Warlock,,0,Drain Soul ticks will cause your Warlock shadow damage over time effects to advance by $0F1 tick. Curse of Doom is advanced by $1f1 seconds instead.
149,Improved Drains,9,Class,WARLOCK,Affliction Warlock,,0,"Drain Soul, Drain Life and Drain Mana have 17% chance to tick an additional time. Increase damage of Unstable Affliction by 33%. Corruption duration is increased by 9 seconds."
325,Infernal Volcano,9,Class,WARLOCK,Master Summoner,,0,Lord Jaraxxus learns to use Infernal Volcano to summon a Felflame Infernal. Felflame Infernal deals 33% increased damage.
1545,Molten Skin,9,Class,WARLOCK,Shadowflame,,0,While Hellfire is active you take $0f2% reduced damage from enemies for each tick of Hellfire that has passed. Soul Fire applies a damage over time effect for 80% of the spell's damage over 15 seconds. $tb221f3Shadowflame: You take 15% reduced damage from this enemy.
1440,Mortal Eradication,9,Class,WARLOCK,Reaper of Souls,,0,"You can jinx an enemy to take shadow damage equal to 25% of your spell power every 2 seconds for 60 seconds. This ability stacks up to 5 times, but you take 20% less healing for each stack."
324,Nether Portal,9,Class,WARLOCK,Master Summoner,,0,Lord Jaraxxus learns to use Nether Portal to summon a Mistress of Pain. Mistress of Pain deals 33% increased damage.
1435,Soul Barrage,9,Class,WARLOCK,Reaper of Souls,,0,You can project a beam of energy that deals 35% of your spell power as shadow damage to all enemies in its path.
1439,Soul Mirror,9,Class,WARLOCK,Reaper of Souls,,0,"You can link two characters. If an enemy is linked, they take damage equal to 50% of the damage the other linked target took. If an ally is linked, they take healing equal to 50% of the healing the other linked target took."
1437,Soulstorm,9,Class,WARLOCK,Reaper of Souls,,0,You can summon a vortex that deals 35% of your spell power as shadow damage to all enemies within it every second for 10 seconds.
1441,Spirit Lash,9,Class,WARLOCK,Reaper of Souls,,0,Lash out at a nearby enemy for 30% of your spell power as shadow damage every 3 seconds.
1543,Tenebrous Reach,9,Class,WARLOCK,Shadowflame,,0,Increase radius of Hellfire by 1 yard. Shadowfury applies a damage over time effect for 80% of the spell's damage over 15 seconds. $tb221f3Shadowflame: Shadowflame ticks cause a shadow eruption for 10% of damage to all enemies within 8 yards.
1442,Threads of Despair,9,Class,WARLOCK,Reaper of Souls,,0,"You can jinx an enemy to take shadow damage equal to 6% of your spell power every 2 seconds for 12 seconds. This ability spreads to an additional enemy within 30 yards on each tick. When this spell expires, it deals its total damage again to all targets."
1546,Umbral Leech,9,Class,WARLOCK,Shadowflame,,0,You heal for $0f1% of your maximum health whenever you hit at least one enemy with Hellfire. Shadow Bolt applies a damage over time effect for 80% of the spell's damage over 15 seconds. $tb221f3Shadowflame: Ticks heal you for 3% of maximum health.
1438,Well of Souls,9,Class,WARLOCK,Reaper of Souls,,0,You can summon a portal that unleashes souls at nearby enemies for 35% of your spell power as shadow damage every second for 10 seconds.
1148,Ancestral Spirits,11,Class,DRUID,Balance Druid,,0,You summon a Wisp every 8 seconds that seeks out a nearby enemy and detonates for $0l+100% Arcane SP damage. • Eclipse (Solar): Casting Wrath reduces delay before next Wisp by half (once per cooldown). • Eclipse (Lunar): Casting Starfire reduces delay before next Wisp by half (once per cooldown).
213,Augmented Beast Form,11,Class,DRUID,Feral Druid,,0,• Bear Form: Increases ability damage by $0f2x of the highest dodge chance you have reached while in Bear Form. • Cat Form: Increases critical hit damage by $1f2x of the highest dodge chance you have reached while in Cat Form.
1145,Augmented Thorns,11,Class,DRUID,Balance Druid,,0,"Increases base damage of Thorns by $0f1% of your nature spell power when cast on yourself. You also apply Thorns damage when being attacked from range, or when avoiding the attack. • Eclipse (Solar): While in combat you deal Thorns damage to all enemies within 15 yards every 2 seconds. • Eclipse (Lunar): Your Thorns base damage is also increased by 2% of your arcane spell power."
1110,Beast Within,11,Class,DRUID,Feral Druid,,0,"• Bear Form: Increases damage of Lacerate, Mangle (Bear) and Swipe (Bear) by $0f2x of your melee haste. • Cat Form: Increases damage of Ferocious Bite, Claw and Swipe (Cat) by $1f2x of your melee haste."
1263,Bountiful Harvest,11,Class,DRUID,Restoration Druid,,0,"• Toxic Mushroom: Enemies poisoned by this plant deal 5% less damage. • Explosive Mushroom: Explosion deals 25% more damage if enemy had more than 50% health remaining. • Lightning Mushroom: If there are no valid enemies to attack, remove this plant and reduce remaining cooldown of all plants by $2f1 seconds. • Thorn Flayer: Thorn explodes after a short delay for an additional 10% damage to enemies within 10 yards."
1146,Celestial Impact,11,Class,DRUID,Balance Druid,,0,Increases damage of Starfall by 10% and reduces cooldown by 30 seconds. • Eclipse (Solar): Direct damage of Starfall is increased by 50%. • Eclipse (Lunar): Starfall hits also cause an explosion of arcane energy.
1147,Celestial Wrath,11,Class,DRUID,Balance Druid,,0,"You bring down one star of Starfall every $0f1 seconds, modified by your casting speed. • Eclipse (Solar): Stars created this way have 50% increased direct damage. • Eclipse (Lunar): Reduce delay of perk by 33%."
1262,Cultivation,11,Class,DRUID,Restoration Druid,,0,• Toxic Mushroom: Enemies poisoned by this plant take 10% more nature damage from you. • Explosive Mushroom: Explosion deals 10% more damage and does not remove the plant (once). • Lightning Mushroom: Increase speed of summoning this plant by 33%. • Thorn Flayer: 33% chance to shoot another thorn.
1264,Gift of Nature,11,Class,DRUID,Restoration Druid,,0,"• Toxic Mushroom: Increase duration of poison by 3 seconds (damage is increased proportionally). • Explosive Mushroom: Explosion deals 25% more damage if it's the first time that enemy is hit by your Explosive Mushroom. • Lightning Mushroom: Increase range by 1 yard. • Thorn Flayer: Instead of clearing all stored damage after shooting a thorn, keep 25% for the next thorn."
212,Improved Beast Form,11,Class,DRUID,Feral Druid,,0,• Bear Form: Your damage taken is reduced by $0f1%. • Cat Form: Your damage done is increased by $1f1%.
210,Improved Berserk,11,Class,DRUID,Feral Druid,,0,While Berserk is active you take 6% less damage and deal 15% more damage.
211,Improved Faerie Fire,11,Class,DRUID,Feral Druid,,0,Faerie Fire (Feral) does 200% more damage and generates 10 energy or rage. Removes global cooldown from Faerie Fire (Feral).
209,Improved Lacerate & Rake,11,Class,DRUID,Feral Druid,,0,• Bear Form: Each stack of Lacerate on enemy reduces their damage done and increases damage taken by $0f1%. Damage over time of Lacerate is increased by 33%. • Cat Form: Rake can critically hit and restores 5 energy when it does.
1144,Improved Thorns,11,Class,DRUID,Balance Druid,,0,Increases total damage of Thorns by 33% when cast on yourself. Thorns can critically hit. • Eclipse (Solar): Whenever you deal nature damage you have 100% chance to apply Thorns damage ($2F1 seconds cooldown per target). • Eclipse (Lunar): Whenever you deal arcane damage you have 100% chance to apply Thorns damage ($2F1 seconds cooldown per target).
1149,Improved Typhoon,11,Class,DRUID,Balance Druid,,0,"Increases damage of Typhoon and Hurricane by 50%, and reduces cooldown by 7 seconds. Increases area of Hurricane by 50%. Typhoon also causes a free Hurricane at the first target hit, but you can no longer cast Hurricane manually. • Eclipse (Solar): Increases damage of Hurricane by 50%. • Eclipse (Lunar): Hurricane hits have 20% chance to cast a free Starfire."
1563,Master of Efficiency,11,Class,DRUID,Sage,,0,Pick one ability. Reduce cost of this ability by 10%.
1562,Master of Expansion,11,Class,DRUID,Sage,,0,Pick one ability. Increase radius of this ability by 1 yard.
